SysId,Manufacturer,AssetTag,InstallStatus,Model,Category,SerialNumber,OperationalStatus,LastUpdated
,,1006959,,,,,,
,,,,,,2XH3DK3,,
2dd14438db38db44e7efd7795e9619f7,Dell,1006959,1,Latitude 5420,Computer,2XH3DK3,1,1/8/2024 16:10
